0,1,2
"<p>This exhibition is the first examination of the various collaborative works that poet/author/critic John Yau has created with a range of visual artists during the past five decades. These include paintings, mixed media works on paper, print portfolios, artist books, and letterpress broadsides. As he says, ""I'm into every way a poem can be done.""</p><p>Yau's poetry is infused with humor and intelligence, and he uses a variety of forms to examine aspects of his Chinese-American identity, visual art and film, detective novels, and popular culture. His reviews and essays are celebrated for providing fresh insights into canonical artists and for helping to situate diverse practitioners into historical contexts and traditions.</p><p>The result of friendships and shared sensibilities, Yau's collaborations reveal his embrace of both representation and abstraction as foils for language generation. Offering nimble turns of phrase, Zen koans, road sign warnings, and fragmented and completed poems, he has been a curious and generous partner in producing these unique works with established and emerging artists including:</p><p>Phil Allen, Bill Barrette, Jake Berthot, Norman Bluhm, Tom Burckhardt, Squeak Carnwath, Aaron Cohick, Tracy Featherstone, Enrique Figueredo, Pia Fries, Max Gimblett, Richard Hull, Bill Jensen, Justine Kurland, Judy Ledgerwood, Suzanne McClelland, Malcom Morley, Ilse Sorensen Murdock, Martin Noel, Ed Paschke, Norbet Prangenberg, Archie Rand, Sydney Jean Reisen, Peter Saul, Hanns Schimansky, Pat Steir, Siv Stoldal, and Carol Szymanski, Alison Elizabeth Taylor, Robert Terrien, Richard Tuttle, Claude Viallat, Chuck Webster, and Trevor Winkfield, among others.</p><p>Yau has collaborated alongside artists in their studios or at printmaking facilities, as well as through more remote means - providing words, lines, and finished texts for use in variously produced and published endeavors.&nbsp;<em>Disguise the Limit</em>&nbsp;presents these works on gallery walls and in vitrines, offering rich word/image combinations that are the result of serious play and the masterful use of materials and printing/binding techniques.</p><p>John Yau has authored numerous books of poetry and prose including&nbsp;<em>Corpse and Mirror&nbsp;</em>(1983);&nbsp;<em>Edificio Sayonara</em>&nbsp;(1992);&nbsp;<em>Hawaiian Cowboys</em>&nbsp;(1995);&nbsp;<em>Forbidden Entries</em>&nbsp;(1996);&nbsp;<em>Borrowed Love Poems</em>&nbsp;(2022);&nbsp;<em>Ing Grish</em>&nbsp;(2005);&nbsp;<em>Paradiso Diaspora</em>&nbsp;(2006);&nbsp;<em>Further Adventures in Monochrome</em>&nbsp;(2012);&nbsp;<em>Bijoux in the Dark&nbsp;</em>(2018);&nbsp;<em>Genghis Chan on Drums</em>&nbsp;(2021); and&nbsp;<em>Tell It Slant&nbsp;</em>(2023).</p><p>His critical writings and monographs include I<em>n the Realm of Appearances; The Art of Andy Warhol</em>&nbsp;(1993);&nbsp;<em>The Passionate Spectator: Essays on Art and Poetry</em>&nbsp;(2006);&nbsp;<em>A Thing Among Things: The Art of Jasper Johns</em>&nbsp;(2008);&nbsp;<em>Catherine Murphy</em>&nbsp;(2016);&nbsp;<em>The Wild Children of William Blake</em>&nbsp;(2017);&nbsp;<em>Thomas Nozkowski&nbsp;</em>(2017);&nbsp;<em>Foreign Sounds or Sounds Foreign</em>&nbsp;(2020);&nbsp;<em>Liu Xiadong</em>&nbsp;(2021);&nbsp;<em>Joe Brainard: The Art of the Personal</em>&nbsp;(2022); and&nbsp;<em>Please Wait by the Coatroom: Reconsidering Race and Identity in American Art</em>&nbsp;(2023).</p><p>This exhibition is made possible by a generous grant from the&nbsp;<a href=""https://www.terraamericanart.org/"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(0, 51, 160);""><strong>Terra Foundation for American Art,</strong></a>&nbsp;with additional support from the Albisetti Exhibition Fund. A full-color publication with essays by Stuart Horodner, Sharon Mesmer, and Barry Schwabsky is forthcoming.</p><p><a href=""https://finearts.uky.edu/art-museum/news/art-museum-receives-grant-terra-foundation-american-art"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(0, 51, 160);""><strong>Read more</strong></a>&nbsp;about our Terra grant.</p>",{art},{}
"<p>Pat Godwin is a clever and prolific comedy songwriter and one of the funniest live comedians in the business. He is completely in the moment on stage, while weaving in and out of original songs, improvised material and bits. Pat worked for 6 years as a part of <em>The Morning Zoo</em> at WMMR in Philadelphia.</p><p>He was a frequent guest and contributor to both Howard Stern's radio and TV shows. Pat got major airplay on terrestrial and satellite radio with his album, <em>Under The Bed</em>, which contained the hits, ""Gangsta Folk,"" ""Gone Bad,"" and ""First Date.""</p><p>Pat appeared on NBC's <em>Last Comic Standing</em> and is currently a full-time member of the nationally syndicated <em>Bob &amp; Tom Show</em>. Paddy G., (as he is commonly called) won this year's top prize in The International Songwriting Competition in the Comedy/Novelty category.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>","{comedy,music}",{}
"<p>Walid Raad is a Lebanon-born and New York-based artist whose work investigates the ways that history is remembered and represented. He makes use of archives and photographs in the public realm and questions aspects of veracity and meaning in the context of ongoing wars in the Middle East. Raad is well-known for The Atlas Group (1989-2004), a fifteen-year project which borrows from the genres of literary fiction and conceptual photography.&nbsp;</p><p>In this exhibition, the artist presents works from three distinct series, each combining text with found or made photographs. Works from&nbsp;<em>Sweet Talk: Commissions (Beirut)&nbsp;</em>consist of streetscapes of the city found in a book, annotated with hand-written inscriptions in English and Arabic. The black-and-white images are brought to life by the language, which includes statements like, ""In 1976 or 1977, and around the corner from this building, a militiaman teaches me how to fire a rifle, launch a grenade, and graffiti anti-Palestinian slogans. I remember him laughing the whole time.""</p><p><em>Festival of Gratitude</em>&nbsp;documents a fantasy the artist claims to have had while working as a teenage photographer in a pastry shop in Beirut. Should he poison the birthday and celebration cakes he understood as being made to celebrate adored and/or despised world leaders?</p><p><em>The Bleeding Stomach</em>&nbsp;offers the story of Chef Ramza, Lebanon's most beloved chef and cookbook author. Known to be an avowed pacifist, she traveled all over the country hosting lavish dinners for fighting militias in the hope that their common foods might unite them. But just in case this optimism failed, she flavored her dishes with various hallucinogens to reset their brains.</p><p>How are violence and trauma normalized? How does one navigate profound anxiety and sadness while attempting to maintain hope? Raad consistently finds intelligent and empathetic ways of posing such questions, and in light of the horrific recent events taking place in Israel and Gaza, his exhibition could not be more relevant.</p><p>Walid Raad has had one-person exhibitions at the Museo Reina Sofia in Madrid, Whitechapel Art Gallery in London, Stedelijk Museum in Amsterdam, and the Museum of Modern Art in New York. His work is in the collections of the Walker Art Center, Whitney Museum of American Art, and the Centre Pompidou, among others.&nbsp;</p><p>In association with the exhibition, Raad will discuss his work on February 16 as one of the 2024 speakers in the Robert C. May Photography Lecture Series.</p>",{art},{}
"<p>Performing ""Rubber Soul"" &amp; The Beatles' Greatest Hits</p>",{music},{}
"<p>Join us this Galentine's Day as we pour acrylic paints into mesmerizing patterns. Couples, friends, and single folks are all welcome! Materials will be provided. Registration required.</p>",{workshop},{}
"<p>WHO: BRETT YOUNG, WALKER&nbsp;HAYES, EASTON CORBIN, CHAYCE BECKHAM, HAILEY WHITTERS AND DALTON DOVER.</p><p>WHAT:&nbsp;Acoustic&nbsp;Jam&nbsp;2023 will feature live intimate acoustic performances from today’s hottest and brightest country singer and songwriting stars, presented by 98.1 THE BULL and HARDEE'S.</p><p>WHEN:&nbsp;December 5, 2023 at 7:30PM</p><p>WHERE: The historic 964 seat&nbsp;Lexington Opera House&nbsp;in the heart of downtown Lexington Kentucky.</p><p>*Artists are subject to change*</p>",{music},{}
"<p>Brat, Slut Bomb, Flesh Pile, Super Shotgun and more</p><p><br></p><p>Doors open at 7, show starts at 8</p>",{music},{}
"<p><span style=""color: rgb(36, 36, 36);"">Join Allegro Dance Project at the Pam Miller Downtown Arts Center at 2pm &amp; 7:30pm on Saturday, August 10</span><sup style=""color: rgb(36, 36, 36);"">th</sup><span style=""color: rgb(36, 36, 36);"">. Look back at Allegro's first 10 years of programming and revisit some of their most beloved repertoire for a memorable celebration featuring contemporary dance, live original music and a variety of aerial circus arts! There will also be a silent auction to support their Inclusive Dance Outreach Program, providing movement &amp; music sessions for over 1,200 students with specific needs annually. For more information and to order tickets, please visit&nbsp;</span><a href=""http://www.allegrodanceproject.org/"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(36, 36, 36);"">www.allegrodanceproject.org</a><span style=""color: rgb(36, 36, 36);"">&nbsp;</span></p>","{music,dance}",{}
<p>A Very Darren Crissmas</p>,{music},{}
"<p><strong>In this hands-on workshop, experienced art teacher and visionary painter Amanda Stiltner will guide you through your own exploration of colorplay, mark-making and journaling</strong></p><p><strong>as a practice for releasing your tension</strong></p><p><strong>and tuning in to your inner voice.</strong></p><p><br></p><p><strong>We'll gather at the Shambhala Meditation Center's Mill &amp; Max Gallery in downtown Lexington, surrounded by the inspiring, soulful colors of Amanda's current exhibit, ""Brimstone &amp; Velvet"".</strong></p><p><br></p><p><strong>All art levels are welcome to join. All supplies will be provided for you.</strong></p><p><br></p><p><strong>$55 per person.</strong></p><p><br></p><p><strong>Unclenching Through Intuitive Art - Establishing a Soft Practice of Colorplay and Expression</strong></p><p><strong>Registration at : </strong><a href=""https://www.amandastiltner.com/adultclasses/p/unclenching-with-intuitive-art-february-11"" rel=""noopener noreferrer"" target=""_blank""><strong>https://www.amandastiltner.com/adultclasses/p/unclenching-with-intuitive-art-february-11</strong></a></p>",{gallery},{}
"<p>Theatres of Georgetown offers free movies each summer to kids of all ages on Wednesday and Thursday mornings.</p><p>Wednesday mornings are designed for open seating (sorry no groups), first come first serve as long as seats are available. Thursday mornings are designed so that groups of 10 or more arrive as a group. Groups can call and make reservations. We rope or mark off the seating for those groups so they can sit together. Any other open seating is for anyone else who could not make it on Wednesday.</p><ul><li>May 29 &amp; 30: <em>Despicable Me</em></li><li>June 05 &amp; 06: <em>Kung Fu Panda</em></li><li>June 12 7 13: <em>Minions: The Rise of Gru</em></li><li>June 19 &amp; 20: <em>Shrek 2</em></li><li>June 26 &amp; 27: <em>Sing 2</em></li><li>July 03: <em>How To Train Your Dragon</em></li><li>July 10 &amp; 11: <em>Puss In Boots: The Last Wish</em></li><li>July 17 &amp; 18: <strong>No Movie: Toyota Days</strong></li><li>July 24 &amp; 28: <em>Trolls Band Together</em></li><li>July 31 &amp; August 01: <em>Migration</em></li></ul><p>Doors open each Wednesday and Thursday at 9:30, and the movie starts at 10AM.</p>","{film,children}",{}
<p>INDOOR SHOW</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,"{music,live music,jazz,blues}",{}
"<p>This year's edition of ""Concert With The Stars"" will be a solo evening with Lexington's own Colton Ryan!</p><p>Colton was recently nominated for a Tony Award for his performance in the Broadway production of <em>New York, New York</em>.&nbsp;Colton made his debut with The Lex in ""Concert With The Stars"" 2016 as one of our collegiate rising stars. He returned for ""Concert With The Stars"" 2018 as one of our headlining Broadway veterans, after his Broadway debut in <em>Dear Evan Hansen</em>. And, in 2019 he starred as Tony in our production of <em>West Side Story</em>.</p><p>Grab your tickets and don't miss this one-of-a-kind evening!</p>","{theater,music}",{}
"<p>Southpaw, Buried Truth, Your Disease, Eternal Wound</p><p><br></p><p>Doors open at 7</p>",{music},{}
"<p>Embrace the festive season with Spotlight Playhouse's heartwarming rendition of Charles Dickens' timeless tale, <em>A Christmas Carol</em>.</p><p>Experience the magic of the holidays with our beloved dinner show adaptation. Savour a traditional holiday feast prepared by Chef Cody Noe and immerse yourself in the transformation of humbug to holiday cheer. Reserve your seats now for this unforgettable yuletide celebration.</p><p><strong>Full Meal:</strong></p><p><strong>Salad</strong> Torn Greens | Grape Tomatoes | Cucumber | Bacon Crumble | Smoked Cheddar</p><p><strong>Entree</strong> Pineapple Encrusted Carved Ham | Brown Sugar Glaze | Green Beans | Whipped Potatoes | Rosemary Gouda Drop Biscuits (Gluten Free available by request)</p><p><strong>Vegetarian Option</strong> Parmesan Encrusted Cabbage steak with balsamic reduction | green beans | whipped potatoes | bread | Rosemary Gouda Drop Biscuits (Gluten Free available by request)</p><p><strong>Dessert</strong> Finger food with an assortment of festive options</p><p><strong>Small Plate: (Picky eaters, and those on a budget)</strong></p><p><strong>Entree</strong> Chicken Tenders | Whipped Potatoes | Biscuit</p><p><strong>Dessert</strong></p><p>Finger food with an assortment of festive options</p><p><em>ADA accommodations can be provided. If you have a request, such as wheelchair access, please contact the box office after making your reservation.</em></p>",{theater},{}
"<p>Celebrate Fat Tuesday 2023 with great food and drink specials and funky music from The Baja Yetis! Kitchen opens at 6pm and the band starts at 7pm.</p><p>The Baja Yetis are a new/old funky/jazzy jam band steeped in a gumbo of New Orleans jazz, funk, rock, soul and more. Placing their collective groove in a fission powered crock pot which Mark accidentally ordered from the future, The Baja Yetis are a groove powered time machine destined for 1975.</p>","{food,music,jazz}",{}
